FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil
0.9630438101053275,0.2754711223010605,0.6802649451337698,0.6035645619067965
0.24078766600519008,0.3977721828030823,0.6466126398363933,0.9489577929013947
0.7662799572584339,0.3063401235980774,0.8468629336263602,0.13881344035157323
0.727629369561899,0.3719081406881819,0.1268256947941944,0.22371593371379742
0.9797435506029615,0.9288624399176013,0.9548402850907315,0.7985015411847285
0.7514730575484659,0.9688410772869459,0.3954489263312119,0.39085055085909604
0.05522820943367425,0.39858091096360726,0.24206767089418982,0.5374462111270486
0.1674095557930087,0.0677805752651255,0.5569036826763122,0.30394909512619406
0.8973286521141811,0.5380178530556191,0.12777192741480092,0.19261757255775627
0.1849335979239811,0.06823834592202639,0.7607252415182455,0.7381511886959441
0.46521141810410627,0.3488212405584802,0.36033148665354153,0.0478530228583636
0.58433826896657,0.11244373235675593,0.5982326816537704,0.8119449446089053
0.8670584643565868,0.9676050965133135,0.04555652213726478,0.522354808191168
0.3669058159059686,0.975570305943389,0.5755841460250599,0.521149327066866
0.5101816516562357,0.5378805218585488,0.5631457656090227,0.33191930906094547
0.8926576095252634,0.88378728923476,0.13405979579689575,0.652424695577868
0.5184399328346818,0.6940871290150301,0.18311127390382004,0.8127231666005432
0.5175240421309724,0.3778133821622034,0.3574622651587992,0.14716025269325847
0.009815295374751946,0.9564812695506218,0.45304702165651756,0.14839625232703635
0.7904594718363609,0.341695277332723,0.08651923751964959,0.7524643696401868
0.35177835444970235,0.3404135194934005,0.3285869084138394,0.26503799554429763
0.48496412761410473,0.4174715800717174,0.8920226485356287,0.26699118015076145
0.7860937261486797,0.06419470511940184,0.4199441417517513,0.8816339609973449
0.9423294153564342,0.9497062638284886,0.09241029867374816,0.34958952604754784
0.4896656998931461,0.2473182269016556,0.17691497642049356,0.6938077944273202
0.40315982292779734,0.698313878080415,0.24621888497168934,0.8014007995849483
0.28784918333078924,0.6077515831235217,0.5343161943134472,0.48345896786400955
0.0203785681575332,0.6234531166552224,0.4641576240404133,0.9049195837275308
0.5849488627690429,0.2150148775463493,0.8337225096530989,0.8183538315988647
0.3778965043504809,0.9342183566033417,0.4258199410893885,0.7120120853297525
0.022805678522363,0.23141832608529794,0.3363551729926896,0.4139225440229499
0.398366661578385,0.8114290074006256,0.4260030828869252,0.06358531449324015
0.8817890398412457,0.5813076981765469,0.14591822718739986,0.8090762047181616
0.08479621431842467,0.7772487983520256,0.4091692993300063,0.3379314554277169
0.785467867501145,0.3963836118104829,0.14813119057430216,0.5014801477095858
0.303617768279652,0.29956511787594414,0.7199914533827816,0.33835871456038086
0.3313539917569837,0.2963607232776379,0.19709109778245806,0.05735953856013672
0.38220119065791486,0.5846799420157168,0.22019748790501045,0.7990966521195105
0.4517325599145169,0.6920881971465629,0.4237443340506387,0.10191656239509263
0.4463135399175699,0.1885099565117876,0.12705462204111534,0.19069490646076845
0.7616852388948253,0.16964980544747083,0.30506844924682935,0.39965514084292125
0.08507098152953749,0.7743038071259633,0.3490224806556476,0.934339426862392
0.05531979850404519,0.46462195773250936,0.22463867649527647,0.673177282021546
0.58417035567089,0.12117189288166628,0.9970849930558735,0.7171086764122441
0.9982292779728287,0.7430380712596323,0.41277108801489554,0.4693594164860988
0.05730422836208213,0.022919050888838024,0.2624574576866139,0.6485030671102023
0.14448175851015113,0.41910429541466393,0.0156891473223143,0.0068971831415753655
0.39813768890245765,0.8098268101014725,0.1290539199975581,0.3610950041199988
0.8473210196916502,0.44684519722285804,0.3631243990659768,0.44441053498947114
0.5527858342237827,0.8022888532845045,0.397845031515651,0.47219763786736657
0.7970996794382538,0.012558175020981156,0.09804190894800299,0.04182561723685415
0.06603571973744467,0.32091248950942247,0.6059551607832364,0.3998992889187292
0.5303312471378416,0.5489890897993439,0.9655693420630923,0.2674336985381634
0.2871012059227599,0.11436636911573968,0.42327121774033544,0.772255623035371
0.6081666921080752,0.19497978179598688,0.13526547929734598,0.04646443067720572
0.5804609983208671,0.1236591134508278,0.807624803504113,0.7374492629779962
0.025080140436574572,0.7832150759136339,0.2936526105337057,0.8609576708273567
0.6688902457640056,0.898817425803006,0.20542404957037988,0.7353587450788903
0.5089604640512899,0.003356984817273213,0.23176594478274803,0.8993346964934232
0.15263318577316443,0.5625848783093004,0.3817285533324176,0.9139072847682119
0.5154785528926882,0.6121919584954605,0.8494269187918746,0.2455671864986114
0.9433216302854527,0.8419012741283284,0.11295270363078613,0.8348490859706412
0.7917264539764922,0.7367360952162967,0.6400500587579934,0.9654683065279092
0.6487406502823997,0.9037155718318456,0.8765624284602354,0.39930417798394724
0.9755762479010839,0.01641870756084535,0.588327762770325,0.9839930417798395
0.20906731796672265,0.408041504539559,0.06069624406696885,0.3249000518814661
0.6145016028087316,0.5677576867322804,0.44317262640599486,0.9434339426862393
0.05870859410776981,0.7394979781795987,0.8761808830487005,0.5629749443037202
0.07972828575789956,0.523247119859617,0.16322512705462205,0.3239234595782342
0.2622805678522363,0.03338673990997177,0.5071043755627794,0.17151402325510423
0.3368035414440544,0.31648737315938047,0.25041588449857305,0.16270943327127904
0.34298580369409254,0.31494621194781414,0.11481464523907635,0.7448957792901395
0.3638986414287895,0.6786449988555734,0.7121163560887017,0.6179692983794671
0.21650129751183028,0.9786221103227283,0.583001388825298,0.7334665974913785
0.10259502366050985,0.265644312199588,0.7278970743097843,0.13747062593462936
0.704991604335216,0.3063553826199741,0.2266990217175648,0.30811487166966767
0.9083498702488171,0.5294117647058824,0.4626161805778124,0.9692678609576708
0.16083040757136316,0.038742656595712216,0.22537124368542344,0.8419598986785486
0.5283010227446192,0.5516594186312658,0.3326923370419547,0.18562883388775292
0.22159975576247903,0.18236057068741893,0.4272850754696824,0.673314615314188
0.05915127461456267,0.03295948729686427,0.2742090563618882,0.5809503463850826
0.8527247748435354,0.45430685893034256,0.06138302580773164,0.9904324472792749
0.2550908258281179,0.7980468451972229,0.2528425133159349,0.24866481521042513
0.3147763700198443,0.8708628976882582,0.9385406651099614,0.5511795403912473
0.10189284078766601,0.3193560692759594,0.7580696854539627,0.24759666737876523
0.20529690123645247,0.9511863889524681,0.723715336599362,0.27547532578508865
0.47050831934055876,0.9612115663385977,0.875158341345787,0.2686086611529893
0.03107922454587086,0.5734187838559548,0.7292248523419257,0.6792046876430555
0.44258891772248515,0.5017166399633783,0.19429818537002275,0.9903408917508469
0.3109143642192032,0.7327534905012588,0.24386856523663447,0.5628528702658162
0.5977255380857884,0.9143663691157397,0.453565923416205,0.782128360850856
0.6214776370019844,0.8217898832684825,0.18073043053584237,0.7685934018982513
0.8587238589528317,0.6585030899519341,0.2142759031179891,0.07443464461195715
0.6506182262250039,0.9602044708934158,0.24272392900202983,0.3847621082186346
0.8932987330178599,0.33601892118715193,0.13157211971368832,0.8459425641651662
0.4810868569684018,0.6361028458075837,0.65926468568289,0.9482711264381848
0.94355060296138,0.5548943312733654,0.9342978801336935,0.0967436750389111
0.21984429858036944,0.8981460288395514,0.470750728751736,0.7737968077639088
0.6448175851015113,0.6452582589456016,0.593776231247043,0.848002563554796
0.5228820027476722,0.8774242771038376,0.7062100331181417,0.6768395031586657
0.3393222408792551,0.8549019607843137,0.8993483204370984,0.49400311288796656
0.4479316134941231,0.752498664835584,0.33453901683378356,0.6228827784051026
0.4331247137841551,0.014404516670481423,0.9042168398882835,0.7693716238898892
0.926682949168066,0.6712138551918821,0.6901240785678312,0.9986419263283182
0.6501450160280874,0.26582742046234836,0.0531874303679624,0.9032410657063509
0.08890245764005496,0.6480506599526971,0.09065518978068769,0.934476760155034
0.06656998931460846,0.6864728770885786,0.06361125101109534,0.4860225226599933
0.36457029461150975,0.5729610131990539,0.5051356012392595,0.15150914029358806
0.16189894672569075,0.9012436102845808,0.9877447613814996,0.7561113315225685
0.6896046405128988,0.3155870908674754,0.12352914243853304,0.358638264107181
0.5807968249122272,0.45268940260929275,0.7516749843566382,0.5738242744224372
0.79036788276599,0.975570305943389,0.26479251560520733,0.15822321237830744
0.6644176461608915,0.1270313572899977,0.13911145704561756,0.2356486709189123
0.4641428789497787,0.3027542534523537,0.1530607572913328,0.2918637653736991
0.875560983056022,0.0848706797894255,0.966561360133083,0.8768425550096133
0.8971454739734392,0.3747920958266575,0.3065488454435847,0.9096804712057863
0.2971302091283774,0.16739147020675973,0.47592448453214903,0.33065279091769156
0.4567241642497329,0.6397955291065842,0.11226592189002335,0.3688161870174261
0.5705846435658679,0.9539177538719769,0.9905987210597805,0.38953825495162814
0.5261792092810258,0.3009689478904402,0.8346382186407826,0.5116733298745689
0.9615020607540834,0.04495307850766766,0.866275964165255,0.22222052674947357
0.9426652419477943,0.10031280994888228,0.7526975260595516,0.5972014526810511
0.2221798198748283,0.4474402990768292,0.6878195442821605,0.3283333841975158
0.09505419019996948,0.9748378728923476,0.3480915098515025,0.9370097964415418
0.0016486032666768434,0.5763942931258106,0.10584069715977595,0.3211767937253944
0.7689665699893147,0.28172732127870603,0.09598156372571463,0.45928830835901974
0.26357807968249125,0.3381399252307927,0.7575202600613525,0.18700216681417278
0.10364829796977562,0.5963683527885862,0.10872518047097966,0.24710837122714926
0.5983056021981378,0.7065690089265279,0.4814797857240969,0.5072328867458114
0.6467562204243628,0.8002594033722439,0.8559894998702746,0.9719992675557726
0.6289116165470922,0.42105745021744106,0.38775697083466876,0.5783410138248848
0.6758815448023203,0.22502479591058214,0.25838255269142135,0.23880733664967804
0.8138146847809495,0.4025787747005417,0.7225249149153732,0.014313180944242682
0.9776675316745536,0.29999237048905164,0.2992079117256536,0.45146031067842646
0.9285605251106702,0.9908445868619822,0.006242082932710651,0.5778527176732688
0.6332773622347734,0.9495689326314183,0.23519985348656197,0.5374919888912626
0.5803236147153107,0.753505760280766,0.7162370465332784,0.09120456556901761
0.6190963211723401,0.1326009002822919,0.5955466019565648,0.5204474013489181
0.4479316134941231,0.752498664835584,0.33453901683378356,0.6228827784051026
0.22364524500076327,0.054810406652933547,0.03443065793690765,0.32021546067690054
0.13347580522057703,0.863385976958877,0.35321948018253135,0.6531723990600299
0.27177530148069,0.8443579766536965,0.8137447919051326,0.47549363689077423
0.42045489238284234,0.8478675516899367,0.10671062069807549,0.7113559373760185
0.663425431231873,0.3125505455100328,0.8656502296903378,0.6139713736381115
0.10007632422530913,0.6222781719691768,0.0835889687590617,0.521256141850032
0.9630438101053275,0.2754711223010605,0.6802649451337698,0.6035645619067965
0.9361776827965197,0.9380788891432059,0.4139920333318072,0.6344492934965056
0.5302701877575943,0.1770351720454719,0.6506417593822017,0.2889187292092654
0.41001373836055566,0.012191958495460441,0.4320315003891763,0.4206823938718833
0.42245458708594114,0.26086823834592204,0.027318651465897473,0.8594470046082949
0.32653030071744776,0.10377660791943237,0.8665048914121759,0.6834467604602191
0.7573652877423295,0.5731441214618143,0.5342093615982174,0.33741264076662497
0.4894367272172188,0.8308690012970169,0.17766280542710194,0.3217719046601764
0.2855594565715158,0.61879911497673,0.8927552157257757,0.44036683248390146
0.876690581590597,0.2807049668116274,0.4089556338995467,0.19322794274727623
0.19638223172034805,0.9871061264972916,0.6540298826366314,0.9091921750541704
0.22048542207296598,0.6103150988021668,0.48096088396440945,0.01794488357188635
0.4573805525873913,0.4506752117189288,0.8491216824626467,0.34188360240485854
0.012486643260570906,0.37000076295109485,0.939608992262259,0.07124546037171545
0.12570599908410932,0.8252384222171358,0.46740839094669046,0.2074495681630909
0.550435048084262,0.014312962539101243,0.8016116478183234,0.5485091708120975
0.4004579453518547,0.34009308003356986,0.5574073226195382,0.28510391552476577
0.0,0.0,0.0,0.0
0.8720500686918029,0.8787365529869535,0.7610457396639349,0.2974486526078066
0.2351396733323157,0.22236972610055694,0.3667567113837889,0.4169286172063356
0.8130209128377348,0.9407034409094377,0.8062359782061261,0.6778771324808497
0.22115707525568618,0.09333943694209201,0.9885841612868763,0.9768822290719321
0.8246374599297818,0.9440909437705043,0.6494360758817515,0.6280709250160222
0.7804915280109908,0.5875944151979858,0.019870885032736596,0.12100589007232887
0.491054800793772,0.47600518806744485,0.4802893640401081,0.6293832209234901
0.8717295069455046,0.8194705119401846,0.4013399874853105,0.9304635761589404
0.2549839719126851,0.8582284275577935,0.8403308761808831,0.9977721488082522
0.4217066096779118,0.962706950484474,0.4297574897364284,0.8759422589800714
0.34661883681880634,0.6948500801098649,0.36072829388153776,0.9365977965636159
0.5267440085483133,0.5378805218585488,0.8206583947621446,0.184759056367687
0.0065944130667073735,0.8385290302891585,0.2523388733727088,0.13119907223731192
0.6841856205159518,0.37174029144731824,0.7629229430886865,0.4441511276589251
0.8650435048084263,0.31033798733501183,0.9308181859804954,0.6192663350321971
0.17005037398870404,0.5343709468223087,0.45113929459884317,0.7990813928647725
0.41557014196305914,0.22713054093232624,0.21679410283411932,0.7796105838190863
0.876690581590597,0.528526741435874,0.9098026647131542,0.24607074190496536
0.6318119371088384,0.6026092927443351,0.6713825679532378,0.14940336313974426
0.8683712410319036,0.3216601815823606,0.6353036338384994,0.8175145725882748
0.899053579606167,0.05914396887159533,0.16646063214443782,0.30491042817468794
0.337872080598382,0.9889066910811017,0.6908566457579781,0.576723532822657
0.45148832239352776,0.7112382696269169,0.12484165865421303,0.35050508133182773
0.6540680812089757,0.20331120775158312,0.14358316926880638,0.20198675496688742
0.6952831628758969,0.8563363088426031,0.39358698472292175,0.14087343974120303
0.49664173408639906,0.8129243915465019,0.6568991041313738,0.2520828882717368
0.636834071134178,0.4677500572213321,0.3019550386887047,0.3075960570085757
0.7266218897878187,0.484092469672694,0.37652427391908183,0.6773735770744956
0.21863837582048545,0.5898222323949035,0.9982906765563238,0.4422284615619373
0.8219050526637155,0.2909742885481041,0.6228652534224624,0.4798425244911039
0.3111738665852542,0.08523689631494621,0.32596187598247944,0.46600238044373915
0.303617768279652,0.29956511787594414,0.7199914533827816,0.33835871456038086
0.9014501602808732,0.035492484931715876,0.09932390153076019,0.2759636219367046
0.21715768584948864,0.1756618600747692,0.1765181691924973,0.6823938718832973
0.6779270340406045,0.6679484245059891,0.9866764342292019,0.20828882717368083
0.47566783697145476,0.13449301899748226,0.4951696350899684,0.7985320596942045
0.7350480842619448,0.3577630273899443,0.5278757077667384,0.03323465681936094
0.10186231109754237,0.09066910811017014,0.21477954306121513,0.40374462111270487
0.8454739734391696,0.5382619974059663,0.2510874044228744,0.03555406353953673
0.0910853304838956,0.8223544670786602,0.8821329914686447,0.013092440565202795
0.9831628758968097,0.448706797894255,0.7196099079712467,0.23824274422437208
0.5975118302549229,0.9717402914473182,0.8986920623292585,0.3576616718039491
0.4573500228972676,0.3591210803387503,0.03740671214687972,0.5934324167607654
0.7902152343153718,0.385122453650721,0.02751705507989561,0.07977538377025666
0.8456876812700351,0.19285877775234608,0.4922698899623033,0.06074709311197241
0.6471073118607846,0.8686503395132372,0.8044656074966042,0.4813684499649037
0.6176919554266525,0.5509727626459144,0.33606519847992306,0.03218176824243904
0.49393985651045647,0.3944304570077058,0.3687102238908475,0.1716818750572222
0.11285299954205466,0.9149767299916075,0.8935640919982296,0.43208105716116824
0.904487864448176,0.49011978332188905,0.7037376188513957,0.26438184759056366
0.16983666615783852,0.5524681467917907,0.22430291653312578,0.6618091372417371
0.33023965806747063,0.649912260624094,0.48799658135311264,0.6512955107272561
0.4633796366966876,0.5089341573205157,0.6922149474230423,0.6909085360271005
0.2771637917875134,0.015838864728770885,0.2177555972711872,0.28455458235419784
0.7393985651045643,0.19978637369344626,0.4580223738229324,0.1977446821497238
0.406289116165471,0.32974746318760967,0.9075286540604063,0.07223731192968535
0.020134330636544042,0.14474708171206227,0.8408650397570319,0.6981261635181738
0.6942604182567548,0.897062638284886,0.03353021076568533,0.06465346232490005
0.2528774232941536,0.6756389715419242,0.6874990461364712,0.7902310251167333
0.3947030987635476,0.36398870832379643,0.49948872914854325,0.8563493758964812
0.30000000000000004,0.22418554970626384,0.6796086870259298,0.2791833246864223
0.3435048084261945,0.5216601815823606,0.25800100727988645,0.6214484084597308
0.08316287589680965,0.5521782253757535,0.4775422370770569,0.2727744376964629
0.4664478705541139,0.38011749446860454,0.12417013872991163,0.38166447950682086
0.9549687070676234,0.13072404058899825,0.19902934847305526,0.6322061830500199
0.8691650129751184,0.8533455405508507,0.24138088915342704,0.47656178472243416
0.015280109906884446,0.26839093614099335,0.6471315415960808,0.1683400982696005
0.026728743703251415,0.13325703822384985,0.7529569769393953,0.08520767845698415
0.18752862158449093,0.8226443884946975,0.25861147993834227,0.8496200445570238
0.7033124713784156,0.7840238040741588,0.9462020969735818,0.1975920896023438
0.5794077240116013,0.21605249103532465,0.6819437449445233,0.16258735923337503
0.23350633491070066,0.6217898832684825,0.9299635242586572,0.6602526932584613
0.03829949626011296,0.9382314793621729,0.06623628344245532,0.6566667683950316
0.9893909326820334,0.3718318455786984,0.28646429498038856,0.6755272072511979
0.27540833460540376,0.9218280308232242,0.3693359583657647,0.05183568834498123
0.3313539917569837,0.2963607232776379,0.19709109778245806,0.05735953856013672
0.8805525873912381,0.2877546349279011,0.3568060070509592,0.8124485000152593
0.8348343764310793,0.11068894483863584,0.8783327991697572,0.7923368022705771
0.651640970844146,0.7041886015106432,0.2991773880927308,0.11043122653889584
0.2076782170660968,0.4608377203021286,0.13192314149230042,0.9523300881984924
0.6533811631811938,0.10481422140840772,0.04520550035865269,0.24953459273049106
0.7545412914058923,0.28953994048981463,0.6554492315675412,0.34194463942381054
0.5101969165012975,0.12353704127565424,0.4865009233398959,0.8824579607531968
0.4281025797588155,0.7795376516365301,0.5185049524594417,0.848078859828486
0.5071286826438712,0.43265430685893036,0.9539398379195092,0.641239661854915
0.2822317203480385,0.8517128252079041,0.3373471910626803,0.38654744102298044
0.49049000152648453,0.641168841077287,0.8949529172962166,0.9032563249610889
0.6244390169439781,0.031403067063401235,0.15934862567342764,0.0017853328043458357
0.3464051289879408,0.6635233081559472,0.30261129679654475,0.9390392773216956
0.8373225461761564,0.20140383001449608,0.4506203928391557,0.6049226355784784
0.0836666157838498,0.11265735866330968,0.5461593638874899,0.15828424939725944
0.6805220577011144,0.38974593728542,0.8797521481006669,0.358928189947203
0.7195847962143185,0.8377965972381171,0.3994169986111747,0.23198644978179267
0.7370783086551672,0.918669413290608,0.22257833127298812,0.8215430158391064
0.638558998626164,0.42195773250934615,0.7912030889916518,0.20163579210791344
0.2645702946115097,0.339833676661326,0.7952779939868443,0.7313150425733207
0.7630438101053275,0.8935530632486458,0.4261251774186164,0.7522507400738548
0.40351091436421926,0.8970016021972992,0.10704638066022618,0.7301400799584948
0.5951305144252786,0.19246204318303198,0.1867588480380935,0.8730124820703756
0.5718210960158755,0.744411383230335,0.45184133815606736,0.060502945036164435
0.8458403297206534,0.357076371404593,0.2955603375913801,0.20995208594012268
0.8456418867348497,0.31992065308613715,0.7380461822566122,0.4414654988250374
0.39818348343764315,0.6554970626382849,0.09965966149291089,0.5647755363628041
0.15866279957258436,0.24878309300373846,0.8600644048654671,0.7983794671468245
0.7931613494123035,0.7929045548180361,0.478625826045816,0.32016968291268655
0.4043504808426195,0.8518501564049744,0.5399783282206249,0.10798974578081606
0.037200427415661735,0.48882276646066986,0.5863895120797278,0.673085726493118
0.8445886124255839,0.4405279621576257,0.511255589640279,0.31676686910611285
0.8645245000763243,0.37251850156404975,0.7376798986615387,0.7042451246681112
0.6374141352465273,0.06248569466697185,0.32776277032492407,0.5750907925656911
0.4110059532895741,0.21463340199893186,0.5732185644735437,0.08876308481093784
0.4395817432453061,0.7120317387655452,0.43404606016208047,0.6019623401593066
0.19421462372156925,0.7930724040588998,0.03832242113456344,0.7134159367656484
0.06947030987635476,0.060151064316777296,0.6326786014071395,0.7989593188268685
0.6161960006105939,0.48557259479667353,0.8230850235795064,0.8539384136478775
0.7456724164249734,0.5199359121080339,0.2542618622468446,0.6961119418927579
0.21001373836055565,0.682581826504921,0.6617065763167133,0.24488052003540148
0.6907800335826592,0.31537346456092163,0.6940463653984097,0.4275032807397687
0.08496412761410473,0.36922255283436334,0.2450284632877005,0.5844447157200843
0.09899252022591971,0.36794079499504084,0.3590494940707843,0.09968871120334483
0.2658983361318883,0.2801403830014496,0.3603009630206187,0.8777733695486313
0.667989619905358,0.5754634927901121,0.11960685560795446,0.3988006225775933
0.04455808273546024,0.5335927367055772,0.2521252079422493,0.29927976317636645
0.0815753320103801,0.03279163805600061,0.5333699616928407,0.9761192663350322
0.3100290032056175,0.04382391088731212,0.35772171603864295,0.609042634357738
0.1708441459319188,0.1919279774166476,0.4032324527265235,0.7923673207800531
0.36721111280720503,0.6681315327687495,0.22802679974970622,0.44441053498947114
0.5820943367424821,0.559487296864271,0.34677899363582254,0.35042878505813774
0.4382384368798657,0.7424887464713512,0.5982632052866932,0.6986602374340037
0.4921233399480996,0.12379644464789807,0.3363399111762282,0.749992370372631
0.7792856052511068,0.2867933165484092,0.24840132472566884,0.010788293099765008
0.38929934361166235,0.07934691386282139,0.22152526593715183,0.8437147129734184
0.6277514883223936,0.9248950942244603,0.620301268256948,0.8064821314127018
0.4084872538543734,0.5560387579156176,0.19744211956107016,0.0673696096682638
0.13506334910700657,0.10455481803616389,0.6483677487294538,0.9699240089114047
0.16902762936956192,0.21683070115205616,0.6163942432428308,0.8976256599627674
0.023370477789650436,0.5703822384985122,0.9165026021397067,0.6966917935728019
0.7562662188978783,0.8343938353551538,0.49729102757810234,0.003662221137119663
0.09058159059685544,0.5868619821469444,0.7531706423698549,0.7553178502761925
0.5774996183788735,0.28587777523460745,0.145460372693558,0.34804834131900997
0.7337963669668753,0.34392309452964065,0.45298597439067195,0.3857387005218665
0.6476415814379485,0.9911345082780194,0.8032904476290769,0.6696218756675923
0.8401007479774081,0.8552834363317311,0.6948247180379409,0.06064027832880642
0.46736376125782325,0.3672846570534829,0.2242113456343574,0.09680471205786309
0.03829949626011296,0.9382314793621729,0.06623628344245532,0.6566667683950316
0.19490154174935126,0.16394293125810636,0.7222196785861453,0.9376659443952757
0.1893909326820333,0.6559700923170825,0.7443035270057843,0.03363139744254891
0.719539001679133,0.18901350423437857,0.5873204828838728,0.5509659108249153
0.6051747824759579,0.04933241779201953,0.9004776948552417,0.25522629474776454
0.17749961837887346,0.9805142290379186,0.5434732841902843,0.2947935422833949
0.6905052663715464,0.19386587319752804,0.836317018451536,0.9627674184392834
0.2092199664173409,0.6045166704814221,0.42513315934862567,0.30185857722708825
0.5802930850251871,0.7529106584267948,0.9427987119026907,0.880245368816187
0.45506029613799426,0.48166628519111926,0.8739068723959525,0.10406811731315042
0.3150358723858953,0.5095902952620737,0.6983654594569846,0.6590319528794214
0.4289421462372157,0.5593804837109941,0.28953192008912904,0.6357005523850215
0.5700198442985804,0.974563210498207,0.054148924805030293,0.5152592547379986
0.16820332773622348,0.6451972228580148,0.6343726630343544,0.9449140903958251
0.5574110822775149,0.4733043411917296,0.5411992735375365,0.2780541398358104
0.722897267592734,0.23559929808499275,0.8221998382247455,0.1717581713309122
0.17005037398870404,0.5343709468223087,0.45113929459884317,0.7990813928647725
0.7037704167302703,0.3463035019455253,0.6070540115684568,0.5727713858455153
0.9939398565104565,0.23770504310673685,0.17244326419730477,0.5127109591967528
0.9203327736223478,0.5474631876096743,0.1767623582558796,0.6973784600360119
0.04358113265150359,0.11532768749523156,0.572501259099858,0.7977996154667806
0.5549534422225615,0.2981612878614481,0.33597362758115473,0.6437421796319468
0.2623874217676691,0.1423514152742809,0.862033179188987,0.2899716177861873
0.9281331094489391,0.37598229953459983,0.14046975871068174,0.21921445356608782
0.31911158601740197,0.2357976653696498,0.4359843108526777,0.9032563249610889
0.31570752556861553,0.19230945296406501,0.6945652671580972,0.07792901394695884
0.5492596550145017,0.8529793240253299,0.31820887322009067,0.025162511062959685
0.8452144710731186,0.9682612344548714,0.38586450559345575,0.7457045197912534
0.4772095863226989,0.46593423361562525,0.3173999969476367,0.00027466658528397473
0.048130056479926735,0.8646524757763028,0.8830639622727897,0.4440748313852351
0.24019233704777898,0.7600976577401388,0.5578804389298414,0.3870509964293344
0.9682338574263472,0.5443808651865415,0.4001343039848603,0.5790276802880947
0.8591818043046864,0.9030594338902876,0.9436228499916061,0.10118411816766869
0.08426194474126088,0.1526665140764477,0.896936953436198,0.16783654286324656
0.2929171118913143,0.08328374151216907,0.2251270546220411,0.9613025299844355
0.015432758357502673,0.7357442587930114,0.39091616684217756,0.32085634937589647
0.29253549076476876,0.5613946746013581,0.793721288707782,0.8309274575029756
0.24985498397191272,0.04589913786526284,0.06286342200448697,0.576326792199469
0.5698214013127767,0.6966964217593652,0.929490407948354,0.5776390881069369
0.5076476873759732,0.1620202944991226,0.7534148314332372,0.47560045167394027
0.6289116165470922,0.42105745021744106,0.38775697083466876,0.5783410138248848
0.5941840940314457,0.1440756847486076,0.1393861697419227,0.6689504684591204
0.07121050221340254,0.5172350652323187,0.3186972513468553,0.012527848139896847
0.5395970080903679,0.7474937056534676,0.5476855455336295,0.08168279061250648
0.9718516257059991,0.6568093385214008,0.5678158814462098,0.1488845484786523
0.022805678522363,0.23141832608529794,0.3363551729926896,0.4139225440229499
0.4714242100442681,0.6697337300679026,0.5147658074263999,0.05632190923795282
0.7540070218287285,0.9454337376974136,0.7099033927017994,0.6781823175756097
0.8615631201343307,0.9448538948653391,0.4514292691116097,0.13663136692403943
0.8911769195542666,0.16476691844052796,0.3285258611479938,0.42919705801568653
0.9428331552434743,0.5810330357824064,0.08355844512613891,0.7659077730643635
